ident,name,type,latitude_d,longitude_,elevation_,municipali,LLG_Pcode,LLG_Name,Dis_Pcode,District_Name,Prov_Pcode,Prov_name
AYMW,Marawaka Airport,small_airport,-6.9736,145.8849,6050,Marawaka,PG110609,Yelia Rural LLG,PG1106,Obura/Wonenara District,PG11,Eastern Highlands Province
MGG,Margarima Airport,closed,-5.979,143.3595,7291,Margarima,PG210431,Upper Wage LLG,PG2104,Komo/Magarima District,PG21,Hela Province
MNP,Maron Island Airport,closed,-1.5504,145.0168,4,Hermit Islands,PG160102,Nigoherm LLG,PG1601,Manus District,PG16,Manus Province
AYSX,Masa Airport,small_airport,-6.345,147.591,5900,Masa,PG120926,Sialum Rural LLG,PG1209,Tawae/Siassi District,PG12,Morobe Province
PG-0083,Matkomnae Airstrip,small_airport,-5.817,141.1614,170,Matkomrae,PG010208,Ningerum Rural LLG,PG0102,North Fly District,PG01,Western Province
AYRV,May River Airstrip,small_airport,-4.3615,141.785,107,May River,PG140104,Tunap/Hustein LLG,PG1401,Ambunti/Drekikier District,PG14,East Sepik Province
AYEK,Membok Airstrip,small_airport,-6.4744,141.019,54,Membok,PG010206,Kiunga Rural LLG,PG0102,North Fly District,PG01,Western Province
AYMN,Mendi Airport,medium_airport,-6.14774,143.656998,5680,Mendi,PG070620,Mendi Urban LLG,PG0706,Mendi/Munihu District,PG07,Southern Highlands Province
AYEG,Mengina Airstrip,small_airport,-6.4836,144.986,4224,Mengina,PG100307,Karimui Rural LLG,PG1003,Karimui/Nomane District,PG10,Chimbu (Simbu) Province
MYX,Menyamya Airport,small_airport,-7.211666667,146.0193611,3880,Menyamya,PG120721,Kome Rural LLG,PG1207,Menyamya District,PG12,Morobe Province
AYES,Meselia Airport,small_airport,-6.1364,149.1183,180,Demgulu,PG190103,Kandrian Coastal Rural LLG,PG1901,Kandrian/Gloucester District,PG19,West New Britain Province
AYEI,Milei Airstrip,small_airport,-9.0794,147.602,2160,Milei,PG030309,Koiari Rural LLG,PG0303,Kairuku - Hiri District,PG03,Central Province
MXK,Mindik Airport,small_airport,-6.471666667,147.4411389,4200,Mindik,PG120206,Burum Kwat LLG,PG1202,Finschafen District,PG12,Morobe Province
AYEY,Mirsey Airstrip,small_airport,-4.0621,142.6609,107,Mirsey,PG140101,Ambunti Rural LLG,PG1401,Ambunti/Drekikier District,PG14,East Sepik Province
AYMS,Misima Island Airport,small_airport,-10.6892004,152.8379974,26,Misima Island,PG050209,Louisiade Rural LLG,PG0502,Samarai-Murua District,PG05,Milne Bay Province
MPX,Miyanmin Airport,small_airport,-4.903055556,141.6208333,2500,Miyanmin,PG150310,Telefomin Rural LLG,PG1503,Telefomin District,PG15,West Sepik (Sandaun) Province
AYOX,Moi Airstrip,small_airport,-4.1615,141.2478,240,Moi,PG150414,Green River Rural LLG,PG1504,Vanimo/Green River District,PG15,West Sepik (Sandaun) Province
AYMK,Mok Airport,small_airport,-5.730238,149.056583,1050,Mok,PG190105,Kove/Kaliai Rural LLG,PG1901,Kandrian/Gloucester District,PG19,West New Britain Province
MJJ,Moki Airport,small_airport,-5.7181,145.2404,3030,Moki,PG130615,Bundi Rural LLG,PG1306,Usino Bundi District,PG13,Madang Province
AYMO,Momote Airport,medium_airport,-2.06189,147.423996,12,Manus Island,PG160107,Los Negros LLG,PG1601,Manus District,PG16,Manus Province
MHY,Morehead Airport,small_airport,-8.714111111,141.6444444,100,Morehead,PG010313,Morehead Rural LLG,PG0103,South Fly District,PG01,Western Province
AYMR,Moro Airport,small_airport,-6.363329887,143.2380066,2740,Moro,PG070722,Lake Kutubu Rural LLG,PG0707,Nipa/Kutubu District,PG07,Southern Highlands Province
AYML,Mougulu Airport,small_airport,-6.280859,142.420775,825,Mougulu,PG010105,Nomad Rural LLG,PG0101,Middle Fly District,PG01,Western Province
UAE,Mount Aue Airport,small_airport,-6.234166667,144.6647222,4250,,PG220102,South Waghi Rural LLG,PG2201,Anglimp/South Waghi District,PG22,Jiwaka Province
AYRX,Mount Boregoro Helicopter Landing  Site,heliport,-9.8944,148.1069,898,Mount Boregoro,PG030413,Rigo Inland Rural LLG,PG0304,Rigo District,PG03,Central Province
AYMH,Mount Hagen Kagamuga Airport,medium_airport,-5.826789856,144.2960052,5388,Mount Hagen,PG090304,Mt Hagen Rural LLG,PG0903,Mt Hagen District,PG09,Western Highlands Province
AYYT,Mount Tauwa Airstrip,small_airport,-6.7293,144.303,3700,Mount Tauwa,PG070308,Erave Rural LLG,PG0703,Kagua/Erave District,PG07,Southern Highlands Province
AYYU,Mui Airstrip,small_airport,-4.7912,144.3113,132,Mui,PG130307,Arabaka Rural LLG,PG1303,Middle Ramu District,PG13,Madang Province
LNF,Munbil Airport,small_airport,-4.855941,141.220165,3126,,PG150311,Yapsie Rural LLG,PG1503,Telefomin District,PG15,West Sepik (Sandaun) Province
AYDK,Munduku Airport,small_airport,-4.6204,143.4516,100,Munduku,PG140206,Karawari Rural LLG,PG1402,Angoram District,PG14,East Sepik Province
PG-0082,Muschu Airstrip,closed,-3.4097,143.58,242,Muschu Island,PG140416,Wewak Islands Rural LLG,PG1404,Wewak District,PG14,East Sepik Province
AYUL,Musula Airstrip,small_airport,-6.8385,142.8983,740,Musula,PG010102,Bamu Rural LLG,PG0101,Middle Fly District,PG01,Western Province
NDN,Nadunumu Airport,small_airport,-9.143555556,147.68425,5100,Nadunumu,PG030309,Koiari Rural LLG,PG0303,Kairuku - Hiri District,PG03,Central Province
AYNZ,Nadzab Airport,medium_airport,-6.569803,146.725977,239,Lae,PG120311,Wampar Rural LLG,PG1203,Huon District,PG12,Morobe Province
ATN,Namatanai Airport,small_airport,-3.6695,152.438,150,Namatanai,PG170205,Namatanai Rural LLG,PG1702,Namatanai District,PG17,New Ireland Province
AYNY,Nambaiyufa Airport,small_airport,-6.2412,145.2424,5550,Nambaiyufa,PG100103,Siane Rural LLG,PG1001,Chuave District,PG10,Chimbu (Simbu) Province
NDI,Namudi Airport,small_airport,-9.47375,148.3294167,1044,Namudi,PG060109,Safia Rural LLG,PG0601,Ijivitari District,PG06,Northern (Oro) Province
AYNA,Nankina Airport,small_airport,-5.837,146.4533,5800,Gwarawon,PG130418,Rai Coast Rural LLG,PG1304,Rai Coast District,PG13,Madang Province
NOO,Naoro Airport,small_airport,-9.254455,147.621352,2372,Naoro Vilage,PG030309,Koiari Rural LLG,PG0303,Kairuku - Hiri District,PG03,Central Province
AYNE,Negarbo(Negabo) Airport,small_airport,-6.567778,144.703058,4500,Negarbo,PG100307,Karimui Rural LLG,PG1003,Karimui/Nomane District,PG10,Chimbu (Simbu) Province
NPG,Nipa Airport,small_airport,-6.1454,143.4531,5765,Nipa,PG070725,Nipa Rural LLG,PG0707,Nipa/Kutubu District,PG07,Southern Highlands Province
PG-IIS,Nissan Island Airport,small_airport,-4.499720097,154.2259979,52,Nissan Island,PG200105,Nissan LLG,PG2001,North Bougainville District,PG20,Autonomous Region of Bougainville
NOM,Nomad River Airport,small_airport,-6.294,142.2341667,305,Nomad River,PG010105,Nomad Rural LLG,PG0101,Middle Fly District,PG01,Western Province
AYNO,Nomane Airport,small_airport,-6.32183,145.070667,6032,Namane,PG100308,Nomane Rural LLG,PG1003,Karimui/Nomane District,PG10,Chimbu (Simbu) Province
AYRN,Norambi Airstrip.,small_airport,-6.9125,145.6731,5100,Norambi,PG110609,Yelia Rural LLG,PG1106,Obura/Wonenara District,PG11,Eastern Highlands Province
PG-0035,Nowata Airport,small_airport,-9.984166667,149.7291667,2040,,PG050103,Weraura Rural LLG,PG0501,Alotau District,PG05,Milne Bay Province
NWT,Nowata Airport,small_airport,-9.984166667,149.7291667,2040,Nowata,PG050103,Weraura Rural LLG,PG0501,Alotau District,PG05,Milne Bay Province
AYWN,Nugwaia Airstrip,small_airport,-3.8183,142.835,279,Nugwaia,PG140521,North Wosera Rural LLG,PG1405,Wosera Gawi District,PG14,East Sepik Province
PG-UKU,Nuku Airport,small_airport,-3.676651,142.484334,870,Nuku,PG150205,Mawase Rural LLG,PG1502,Nuku District,PG15,West Sepik (Sandaun) Province
PG-OBX,Obo Airport,small_airport,-7.590622421,141.3242626,29,Obo,PG010104,Lake Murray Rural LLG,PG0101,Middle Fly District,PG01,Western Province
AYOD,Obura Airstrip,small_airport,-6.5507,145.9728,5600,Obura,PG110608,Lamari Rural LLG,PG1106,Obura/Wonenara District,PG11,Eastern Highlands Province
OGE,Ogeranang Airport,small_airport,-6.46675,147.3641667,5850,,PG120206,Burum Kwat LLG,PG1202,Finschafen District,PG12,Morobe Province
OKV,Okao Airport,small_airport,-5.556666667,141.0327778,450,Okao,PG010208,Ningerum Rural LLG,PG0102,North Fly District,PG01,Western Province
AYOH,Okisai Airstrip,small_airport,-4.7065,141.9006,310,Okisai,PG150310,Telefomin Rural LLG,PG1503,Telefomin District,PG15,West Sepik (Sandaun) Province
AYOJ,Oksapmin Airport,small_airport,-5.2261,142.2259,5140,Oksapmin,PG150309,Oksapmin Rural LLG,PG1503,Telefomin District,PG15,West Sepik (Sandaun) Province
OLQ,Olsobip Airport,small_airport,-5.389722222,141.5152778,1500,Olsobip,PG010209,Olsobip Rural LLG,PG0102,North Fly District,PG01,Western Province
AYUO,Omaura Airstrip,small_airport,-6.3679,145.9902,4860,Omaura,PG110419,Kamano No. 2 Rural LLG,PG1104,Kainanatu District,PG11,Eastern Highlands Province
OML,Omkalai Airport,closed,-6.179,144.96,5700,Omkalai,PG100618,Suai Rural LLG,PG1006,Sina Sina Yonggomugl District,PG10,Chimbu (Simbu) Province
OSE,Omora Airport,small_airport,-7.827777778,147.0806389,2540,Omora,PG120102,Waria Rural LLG,PG1201,Bulolo District,PG12,Morobe Province
ONB,Ononge Airport,small_airport,-8.674361111,147.2624167,5800,Onange Mission,PG030206,Woitape Rural LLG,PG0302,Goilala District,PG03,Central Province
RAX,Oram Airport,small_airport,-9.632916667,148.0480556,3500,,PG030413,Rigo Inland Rural LLG,PG0304,Rigo District,PG03,Central Province
OTY,Oria Airport,small_airport,-6.577613,155.771022,551,Oria,PG200309,Buin LLG,PG2003,South Bougainville District,PG20,Autonomous Region of Bougainville
PG-0053,Oriomo Airstrip,small_airport,-8.86,143.18,66,Oriomo,PG010314,Oriomo-Bituri Rural LLG,PG0103,South Fly District,PG01,Western Province
OSG,Ossima Airport,small_airport,-2.915555556,141.2973056,205,Ossima,PG150413,Bewani/Wutung Onei Rural LLG,PG1504,Vanimo/Green River District,PG15,West Sepik (Sandaun) Province
AYZU,Oum Airstrip,small_airport,-4.2684,142.1273,80,Oum,PG140101,Ambunti Rural LLG,PG1401,Ambunti/Drekikier District,PG14,East Sepik Province
PG-0050,Owena Airstrip,small_airport,-6.6962,145.8094,5500,Owenia,PG110608,Lamari Rural LLG,PG1106,Obura/Wonenara District,PG11,Eastern Highlands Province
PLE,Paiela Airport,small_airport,-5.3725,142.9761111,6100,Paiela,PG080308,Paiela/Hewa Rural LLG,PG0803,Lagaip/Pogera District,PG08,Enga Province
AYPW,Panakawa Airport,small_airport,-7.672055556,143.1247222,42,,PG010102,Bamu Rural LLG,PG0101,Middle Fly District,PG01,Western Province
PG-0070,Panasesa Airstrip,small_airport,-10.739,151.7255,13,Panasesa Island,PG050208,Bwanabwana Rural LLG,PG0502,Samarai-Murua District,PG05,Milne Bay Province
AYPG,Pangia Airport,small_airport,-6.386,144.1084,5340,Pangia,PG070101,East Pangia Rural LLG,PG0701,Ialibu/Pangia District,PG07,Southern Highlands Province
AYPC,Pangoa Airport,small_airport,-7.0226,141.5605,60,Pangoa,PG010104,Lake Murray Rural LLG,PG0101,Middle Fly District,PG01,Western Province
PPX,Param Airport,small_airport,-9.99,149.477,4490,Nepesi,PG050102,Daga Rural LLG,PG0501,Alotau District,PG05,Milne Bay Province
PG-0036,Pasinkap Airstrip,small_airport,-5.015416667,144.8421389,255,Pasinkap,PG130307,Arabaka Rural LLG,PG1303,Middle Ramu District,PG13,Madang Province
PMP,Pimaga Airport,small_airport,-6.499166667,143.5102778,2745,Pimaga,PG070722,Lake Kutubu Rural LLG,PG0707,Nipa/Kutubu District,PG07,Southern Highlands Province
PDI,Pindiu Airport,small_airport,-6.445138889,147.5158333,2995,Pindiu,PG120232,Hube Rural LLG,PG1202,Finschafen District,PG12,Morobe Province
RGE,Porgera Airport,closed,-5.4792,143.1236,7360,Porgera,PG080309,Porgera Rural LLG,PG0803,Lagaip/Pogera District,PG08,Enga Province
PG-0071,Pori Airstrip,small_airport,-5.5782,142.7065,5235,Pori,PG210514,Awi/Pori Rural LLG,PG2105,Koroba/Kopiago District,PG21,Hela Province
AYPY,Port Moresby Jacksons International Airport,large_airport,-9.443380356,147.2200012,146,Port Moresby,PG040101,National Capital District,PG0401,National Capital District,PG04,National Capital District
PUA,Puas Airport,small_airport,-2.395,150.2361,45,Puas Mission,PG170102,Lovongai Rural LLG,PG1701,Kavieng District,PG17,New Ireland Province
PG-0054,Pukapuki Airstrip,small_airport,-4.5362,142.5176,124,Pukapuki Vilage,PG140104,Tunap/Hustein LLG,PG1401,Ambunti/Drekikier District,PG14,East Sepik Province
AYPQ,Pumani Airport,small_airport,-9.7469,149.4766,427,Pumani,PG050101,Makamaka Rural LLG,PG0501,Alotau District,PG05,Milne Bay Province
PG-0037,Purari Airstrip,small_airport,-7.391111111,145.166519,90,,PG020207,Baimuru Rural LLG,PG0202,Kikori District,PG02,Gulf Province
PUI,Pureni Airport,closed,-5.8429,142.8279,5512,Pureni,PG210517,South Koroba Rural LLG,PG2105,Koroba/Kopiago District,PG21,Hela Province
AYPU,Puri Airport,small_airport,-6.475161111,143.9872222,6050,Puri,PG070310,Kuare Rural LLG,PG0703,Kagua/Erave District,PG07,Southern Highlands Province
RBP,Raba Raba Airport,small_airport,-9.971111111,149.8322222,170,Rabaraba,PG050103,Weraura Rural LLG,PG0501,Alotau District,PG05,Milne Bay Province
RAA,Rakanda Airport,small_airport,-4.2096,152.4385,38,Rakanda,PG180207,Duke of York Rural LLG,PG1802,Kokopo District,PG18,East New Britain Province
RNR,Robinson River Airport,closed,-10.171,148.823,60,Robinson River,PG030103,Cloudy Bay Rural LLG,PG0301,Abau District,PG03,Central Province
AYRG,Rumginae Airport,small_airport,-5.897222222,141.2716667,160,,PG010206,Kiunga Rural LLG,PG0102,North Fly District,PG01,Western Province
RUU,Ruti Airport,small_airport,-5.334444444,144.2566667,1710,Kawbenaberi,PG090509,Baiyer Rural LLG,PG0905,Mul/Baiyer District,PG09,Western Highlands Province
AYSH,Sabah Airport,small_airport,-5.5765,155.0489,10,Sabah,PG200101,Tinputz LLG,PG2001,North Bougainville District,PG20,Autonomous Region of Bougainville
SFU,Safia Airport,small_airport,-9.593055556,148.6361111,430,Safia,PG060109,Safia Rural LLG,PG0601,Ijivitari District,PG06,Northern (Oro) Province
SDI,Saidor Airport,small_airport,-5.627138889,146.4627778,83,Saidor,PG130412,Rai Coast Rural LLG,PG1304,Rai Coast District,PG13,Madang Province
SAM,Salamo Airport,small_airport,-9.6701,150.7903,30,Salamo,PG050415,Dobu Rural LLG,PG0504,Esa'ala District,PG05,Milne Bay Province
AYSZ,Samanzing Airstrip,small_airport,-6.4513,147.0673,6042,Samanzing,PG120824,Nabak Rural LLG,PG1208,Nawae District,PG12,Morobe Province
PG-0055,Samban Airstrip,small_airport,-4.3655,144.0612,42,Samban School,PG140207,Keram Rural LLG,PG1402,Angoram District,PG14,East Sepik Province
AYSM,Samberigi Airstrip,small_airport,-6.7193,143.9338,3830,Samberigi Mission,PG070308,Erave Rural LLG,PG0703,Kagua/Erave District,PG07,Southern Highlands Province
AYSR,Sangera Airstrip,small_airport,-3.9678,143.2763,127,Sangera,PG140623,East Yangoru Rural LLG,PG1406,Yangoru Saussia District,PG14,East Sepik Province
SMH,Sapmanga Airport,small_airport,-6.075277778,146.8111111,2912,Sapmanga,PG120414,Yus Rural LLG,PG1204,Kabwum District,PG12,Morobe Province
TDS,Sasereme Airport,small_airport,-7.6217,142.868,121,Sasereme,PG010102,Bamu Rural LLG,PG0101,Middle Fly District,PG01,Western Province
SWG,Satwag Airport,small_airport,-6.139555556,147.2791667,4185,Satwag,PG120431,Komba Rural LLG,PG1204,Kabwum District,PG12,Morobe Province
AYSV,Sauren Airport,small_airport,-5.9701,148.8543,46,Sauren,PG190103,Kandrian Coastal Rural LLG,PG1901,Kandrian/Gloucester District,PG19,West New Britain Province
SXH,Sehulea Airport,small_airport,-9.964527778,151.1618611,30,Sehulea,PG050416,Duau Rural LLG,PG0504,Esa'ala District,PG05,Milne Bay Province
AYSO,Selbang Airport,small_airport,-5.315,141.752,5130,Selbang,PG010209,Olsobip Rural LLG,PG0102,North Fly District,PG01,Western Province
AYSI,Seltamin Airstrip,small_airport,-5.4122,141.8252,4285,Seltamin,PG010209,Olsobip Rural LLG,PG0102,North Fly District,PG01,Western Province
PG-0038,Sengapi Airstrip,small_airport,-5.125833333,144.3236111,6242,Sengapi,PG130317,Kovon LLG,PG1303,Middle Ramu District,PG13,Madang Province
AYSQ,Sepik Plains Airport,small_airport,-3.8821,143.6734,230,Sepik Plains,PG140625,Sausso Rural LLG,PG1406,Yangoru Saussia District,PG14,East Sepik Province
AYSY,Serra Airstrip,small_airport,-2.9739,141.9297,37,Serai,PG150103,West Aitape Rural LLG,PG1501,Aitape/Lumi District,PG15,West Sepik (Sandaun) Province
AYQS,Sialum Airport,small_airport,-6.0908,147.5955,170,Sialum,PG120926,Sialum Rural LLG,PG1209,Tawae/Siassi District,PG12,Morobe Province
SSS,Siassi Airport,small_airport,-5.5965,147.8106,1250,Siassi,PG120927,Siassi Rural LLG,PG1209,Tawae/Siassi District,PG12,Morobe Province
AYZW,Siawi Airstrip,small_airport,-4.061,141.4197,230,Siawi,PG150414,Green River Rural LLG,PG1504,Vanimo/Green River District,PG15,West Sepik (Sandaun) Province
AYZB,Sibilanga Airstrip,small_airport,-3.4458,142.501,2330,Sibilanga Mission,PG150206,Palmai Rural LLG,PG1502,Nuku District,PG15,West Sepik (Sandaun) Province
AYSG,Sila Airport,small_airport,-9.073555556,148.38925,2230,Sila Mission,PG060103,Afore Rural LLG,PG0601,Ijivitari District,PG06,Northern (Oro) Province
SWR,Silur Airport,small_airport,-4.529888889,153.0544444,217,Silur Mission,PG170207,Konoagil Rural LLG,PG1702,Namatanai District,PG17,New Ireland Province
AYXI,Sim Airport,small_airport,-7.75,146.9273,5460,Sim,PG120102,Waria Rural LLG,PG1201,Bulolo District,PG12,Morobe Province
AYSJ,Simbai Airport,small_airport,-5.278611111,144.5447222,5804,Simbai,PG130309,Simbai Rural LLG,PG1303,Middle Ramu District,PG13,Madang Province
AYQB,Simbari Airstrip,small_airport,-6.9623,145.6448,3560,Simbari,PG110609,Yelia Rural LLG,PG1106,Obura/Wonenara District,PG11,Eastern Highlands Province
AYSE,Simberi Airport,small_airport,-2.662222222,151.9977778,10,Simberi Island,PG170206,Sentral Niu Ailan Rural LLG,PG1702,Namatanai District,PG17,New Ireland Province
AYQM,Simogu Airstrip,small_airport,-6.8008,145.7134,4990,Simogu,PG110609,Yelia Rural LLG,PG1106,Obura/Wonenara District,PG11,Eastern Highlands Province
AYDY,Sindeni Airstrip,small_airport,-7.0077,145.7965,5710,Sindeni,PG110609,Yelia Rural LLG,PG1106,Obura/Wonenara District,PG11,Eastern Highlands Province
AYQV,Sinow Airstrip,small_airport,-3.9925,141.5537,183,Sinow,PG150414,Green River Rural LLG,PG1504,Vanimo/Green River District,PG15,West Sepik (Sandaun) Province
AYSB,Sirebi Airstrip,small_airport,-7.2196,144.2352,115,Sirebi,PG020208,East Kikori Rural LLG,PG0202,Kikori District,PG02,Gulf Province
AYXS,Sisamin Airstrip,small_airport,-5.1363,142.284,1675,Sisamin,PG150309,Oksapmin Rural LLG,PG1503,Telefomin District,PG15,West Sepik (Sandaun) Province
SIZ,Sissano Airport,small_airport,-2.999444444,142.0445,27,Sissano,PG150103,West Aitape Rural LLG,PG1501,Aitape/Lumi District,PG15,West Sepik (Sandaun) Province
SWE,Siwea Airport,small_airport,-6.284639,147.580833,5960,Siwea,PG120926,Sialum Rural LLG,PG1209,Tawae/Siassi District,PG12,Morobe Province
AYLZ,Slai Airstrip,small_airport,-4.0322,143.1831,77,Slai,PG140519,Burui/Kunai Rural LLG,PG1405,Wosera Gawi District,PG14,East Sepik Province
AYMY,Smok Airstrip,small_airport,-3.3158,141.2461,729,Smok,PG150416,Walsa Rural LLG,PG1504,Vanimo/Green River District,PG15,West Sepik (Sandaun) Province
AYPA,Somokopa Airstrip,small_airport,-7.0838,142.514,489,Somokopa,PG010105,Nomad Rural LLG,PG0101,Middle Fly District,PG01,Western Province
AYZQ,Sopise Airstrip,small_airport,-6.7887,144.1593,3450,Sopise,PG070308,Erave Rural LLG,PG0703,Kagua/Erave District,PG07,Southern Highlands Province
AYQO,Sopu Airport,small_airport,-8.3038,147.1659,6580,Sopu,PG030205,Tapini Rural LLG,PG0302,Goilala District,PG03,Central Province
SMP,Stockholm Airport,small_airport,-4.358,151.533,10,Stockholm,PG180103,Lassul Baining Rural LLG,PG1801,Gazelle District,PG18,East New Britain Province
AYST,Sturt Island Airport,small_airport,-8.1525,142.2684444,40,,PG010103,Gogodala Rural LLG,PG0101,Middle Fly District,PG01,Western Province
AYSA,Suabi Airport,small_airport,-6.104444444,142.2783333,465,,PG010105,Nomad Rural LLG,PG0101,Middle Fly District,PG01,Western Province
AYUS,Suame Airstrip,small_airport,-8.3684,142.5862,71,Suame,PG010314,Oriomo-Bituri Rural LLG,PG0103,South Fly District,PG01,Western Province
AYXG,Sugu Airstrip,small_airport,-6.3907,143.5565,4105,Sugu,PG070726,Poroma Rural LLG,PG0707,Nipa/Kutubu District,PG07,Southern Highlands Province
PG-SKC,Suki Airport,small_airport,-8.0466,141.7222,24,Suki,PG010313,Morehead Rural LLG,PG0103,South Fly District,PG01,Western Province
PG-ULE,Sule Airport,small_airport,-4.974720001,151.2969971,100,Sule,PG190206,Bialla Rural LLG,PG1902,Talasea District,PG19,West New Britain Province
AYQW,Sumwari Airstrip,small_airport,-4.7508,142.3686,465,Sumwari,PG140104,Tunap/Hustein LLG,PG1401,Ambunti/Drekikier District,PG14,East Sepik Province
SUZ,Suria Airport,closed,-9.032,147.45,2600,Suria,PG030309,Koiari Rural LLG,PG0303,Kairuku - Hiri District,PG03,Central Province
TBA,Tabibuga Airport,closed,-5.5766,144.6508,4400,Tabibuga,PG220406,Jimi Rural LLG,PG2204,Jimi District,PG22,Jiwaka Province
AYTB,Tabubil Airport,small_airport,-5.278610229,141.2259979,1570,Tabubil,PG010210,Star Mountains Rural LLG,PG0102,North Fly District,PG01,Western Province
PG-ATP,Tadji Airport,small_airport,-3.198191804,142.4309635,33,Aitape,PG150101,East Aitape Rural LLG,PG1501,Aitape/Lumi District,PG15,West Sepik (Sandaun) Province
TGL,Tagula Airport,small_airport,-11.33111111,153.2029167,59,Sudest Island,PG050210,Yaleyemba Rural LLG,PG0502,Samarai-Murua District,PG05,Milne Bay Province
AYVL,Talasea Airport,small_airport,-5.2726,150.0089,44,Talasea,PG190211,Talasea Rural LLG,PG1902,Talasea District,PG19,West New Britain Province
AYTL,Talbakul Airstrip,small_airport,-6.3708,144.7167,3500,Talbakul,PG100307,Karimui Rural LLG,PG1003,Karimui/Nomane District,PG10,Chimbu (Simbu) Province
AYTM,Tamo Airstrip,small_airport,-4.7246,144.1529,140,Tamo,PG140207,Keram Rural LLG,PG1402,Angoram District,PG14,East Sepik Province
AYTQ,Tapen Airstrip,small_airport,-5.8545,146.6371,5066,Tapen,PG130418,Rai Coast Rural LLG,PG1304,Rai Coast District,PG13,Madang Province
AYTC,Tapila Airstrip,small_airport,-8.4188,142.9043,48,Mutam,PG010103,Gogodala Rural LLG,PG0101,Middle Fly District,PG01,Western Province
AYTI,Tapini Airport,small_airport,-8.356666667,146.9891667,3100,Tapini,PG030205,Tapini Rural LLG,PG0302,Goilala District,PG03,Central Province
TBQ,Tarabo Airport,small_airport,-6.466666667,145.5322222,6100,Tarabo,PG110722,West Okapa Rural LLG,PG1107,Okapa District,PG11,Eastern Highlands Province
AYTT,Tarakbits Airport,small_airport,-5.614,141.0421,281,Tarakbits,PG010208,Ningerum Rural LLG,PG0102,North Fly District,PG01,Western Province
AYTA,Tari Airport,small_airport,-5.84499979,142.947998,5500,Tari,PG210829,Tari Urban LLG,PG2108,Tari/Pori District,PG21,Hela Province
TSK,Taskul Airport,closed,-2.546,150.4553,100,Taskul,PG170102,Lovongai Rural LLG,PG1701,Kavieng District,PG17,New Ireland Province
PG-0078,Tau Airstrip,closed,-3.6835,142.7187,700,Tauhimbier,PG140103,Gawanga Rural LLG,PG1401,Ambunti/Drekikier District,PG14,East Sepik Province
TUT,Tauta Airport,closed,-5.8335,145.9341,4200,Tauta,PG130411,Naho Rawa Rural LLG,PG1304,Rai Coast District,PG13,Madang Province
AYTW,Tawa Airport,small_airport,-7.4463,146.1067,5020,Tawa,PG120734,Nanima Kariba LLG,PG1207,Menyamya District,PG12,Morobe Province
AYTZ,Tekadu Airport,small_airport,-7.6808,146.5503,1310,Tekadu,PG120105,Wau Rural LLG,PG1201,Bulolo District,PG12,Morobe Province
AYTN,Tekin Airport,small_airport,-5.243666667,142.1651944,5785,Tekin,PG150309,Oksapmin Rural LLG,PG1503,Telefomin District,PG15,West Sepik (Sandaun) Province
PG-TFM,Telefomin Airport,small_airport,-5.126080464,141.641922,4950,Telefomin,PG150310,Telefomin Rural LLG,PG1503,Telefomin District,PG15,West Sepik (Sandaun) Province
AYTP,Tep Tep Airport,small_airport,-5.9553,146.5595,7011,Teptep,PG130418,Rai Coast Rural LLG,PG1304,Rai Coast District,PG13,Madang Province
TEO,Terapo Airport,small_airport,-8.169722222,146.1944444,15,Terapo Mission,PG020106,Lakekamu-Tauri Rural LLG,PG0201,Kerema District,PG02,Gulf Province
AYTD,Teredau Airport,small_airport,-7.3205,144.6384,100,Tetehui,PG020208,East Kikori Rural LLG,PG0202,Kikori District,PG02,Gulf Province
TDB,Tetebedi Airport,small_airport,-9.1586,148.0686,3365,Tetebedi,PG060205,Kokoda Rural LLG,PG0602,Sohe District,PG06,Northern (Oro) Province
TFB,Tifalmin Airport,small_airport,-5.1173,141.419,4735,Tifalmin,PG150310,Telefomin Rural LLG,PG1503,Telefomin District,PG15,West Sepik (Sandaun) Province
TBE,Timbunke Airport,small_airport,-4.196633,143.519222,24,Timbunke,PG140205,Angoram/Middle Sepik LLG,PG1402,Angoram District,PG14,East Sepik Province
TCK,Tinboli Airport,small_airport,-4.0949,143.3838,59,Tinboli,PG140205,Angoram/Middle Sepik LLG,PG1402,Angoram District,PG14,East Sepik Province
TIG,Tingwon Airport,closed,-2.6053,149.7107,30,Tingwon Island,PG170102,Lovongai Rural LLG,PG1701,Kavieng District,PG17,New Ireland Province
AYRR,Tiri Airstrip,small_airport,-6.6815,144.1842,4545,Tiri,PG070308,Erave Rural LLG,PG0703,Kagua/Erave District,PG07,Southern Highlands Province
AYVB,Tobou Airstrip,small_airport,-6.4026,147.4223,4732,Tobou,PG120206,Burum Kwat LLG,PG1202,Finschafen District,PG12,Morobe Province
AYTK,Tokua Airport,medium_airport,-4.340459824,152.3800049,32,Tokua,PG180206,Bitapaka Rural LLG,PG1802,Kokopo District,PG18,East New Britain Province
PG-TLO,Tol Airport,small_airport,-4.980830193,152.0099945,49,Tol,PG180313,Sinivit Rural LLG,PG1803,Pomio District,PG18,East New Britain Province
AYVO,Tonu Airport,small_airport,-6.6552,155.4326,300,Tonu,PG200310,Siwai LLG,PG2003,South Bougainville District,PG20,Autonomous Region of Bougainville
